기준연월,고객광역시군구명,전체이용건수,전체이용금액
202104,부산광역시,85323,2639224753
202104,서울특별시,625705,20484127419
202105,대구광역시,61953,1758597144
202105,전라남도,53229,1705681885
202105,제주특별자치도,9118,223590420
202106,경상남도,91140,2549462136
202106,광주광역시,42897,1323007094
202106,대전광역시,248356,8415218788
202107,세종특별자치시,75450,2699670461
202107,울산광역시,33488,1007088482
202107,인천광역시,201786,6106023048
202107,전라북도,109997,3558409673
202107,충청북도,110181,3538928173
202108,강원도,29281,776477365
202108,경기도,1186802,35847994651
202108,경상북도,69726,1983902023
202109,부산광역시,80128,2520693721
202109,서울특별시,672533,22919361671
202110,경상남도,86926,2508107221
202110,광주광역시,43436,1356159341
202110,대전광역시,239255,8577450393
202111,세종특별자치시,68921,2623737226
202111,울산광역시,28402,899556369
202111,인천광역시,184376,5811275580
202111,전라북도,103077,3827959409
202111,충청북도,94438,3302850077
202112,강원도,25157,743511721
202112,경기도,932738,30622917338
202112,경상북도,61631,1985611027
202201,세종특별자치시,61013,3057406563
202201,울산광역시,25179,780452579
202201,인천광역시,149507,4981020161
202201,전라북도,90909,3361110082
202201,충청북도,84108,3222892831
202202,강원도,21185,651608665
202202,경기도,755811,25475835238
202202,경상북도,49277,1541303392
202203,부산광역시,82049,2423521626
202203,서울특별시,562927,19919404749
202204,대구광역시,61637,1909839464
202204,전라남도,47579,1661163215
202204,제주특별자치도,9288,259412853
202205,경상남도,95348,2819556898
202205,광주광역시,48783,1550101069
202205,대전광역시,267460,10210122168
202206,세종특별자치시,82316,3684977923
202206,울산광역시,29050,895572544
202206,인천광역시,213635,6842185804
202206,전라북도,113598,4048570681
202206,충청북도,115386,4219084928
202207,강원도,31843,946455905
202207,경기도,1229322,42299880298
202207,경상북도,75420,2612350095
202208,부산광역시,89252,2887419734
202208,서울특별시,684403,25121107809
202209,대구광역시,66413,1962324624
202209,전라남도,51115,1678137799
202209,제주특별자치도,10315,285048033
202210,세종특별자치시,87673,3483722644
202210,울산광역시,31256,918230581
202210,인천광역시,229349,7151342729
202210,전라북도,122313,4313662465
202210,충청북도,126460,4573789494
202211,강원도,30411,876622599
202211,경기도,1204162,39172445353
202211,경상북도,71969,2327855289
202212,부산광역시,83213,2576081982
202212,서울특별시,548077,19987824478
202301,강원도,25653,819401442
202301,경기도,973943,33006551398
202301,경상북도,62777,2054670885
202302,부산광역시,79036,2450912687
202302,서울특별시,511306,18482549551
202303,대구광역시,66245,1950464167
202303,전라남도,48790,1589623651
202303,제주특별자치도,9039,244745233
202304,경상남도,101468,2901807356
202304,광주광역시,55595,1557140295
202304,대전광역시,271087,9685402011
202305,세종특별자치시,81283,3038630763
202305,울산광역시,37545,1095865298
202305,인천광역시,242569,7141937642
202305,전라북도,130578,3951329404
202305,충청북도,125513,4119180602
202306,강원도,38881,980276255
202306,경기도,1281084,39336898381
202306,경상북도,83662,2391858590
202307,부산광역시,82656,2516529747
202307,서울특별시,581271,19378461380
202308,대구광역시,69427,2039434983
202308,전라남도,57224,1857170193
202308,제주특별자치도,9786,298336490
202309,경상남도,91351,2693089015
202309,광주광역시,48221,1437717086
202309,대전광역시,254604,8962126502
202310,경기도,1305701,41942230752
202310,경상북도,72905,2247602836
